Part	Section	Parser ID	Node ID	Question text	Data type	Checkboxes	Dropdown list	Condition	Review hints	Repetition group	Schema ID
A	02 - U.S. Passport	a-2-944cc4-0	165	Please explain.	text			for I Don’t Know Answer to Passport Card.			
A	02 - U.S. Passport	a-2-128f37-0	168	What is the passport number on your passport card?	text	Unable to obtain passport card.		for Affirmative Answer on Passport Card and Access.	extra_chunks		
A	02 - U.S. Passport	a-2-19c60c-0	173	Last Name	text			for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-c86c21-0	175	First Name	text	Letter(s) Only		for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-402784-0	178	Middle Name	text	Letter(s) Only|No Middle Name		for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-17980d-0	182	Suffix	dropdown			for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-1dafa0-0	184	What is the issue date on your passport card?	mm/dd/yyyy			for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-15850f-0	186	What is the expiration date on your passport card?	mm/dd/yyyy			for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-1d2831-0	188	Is this your most recently issued passport card?	boolean			for Affirmative Answer on Passport Card and Access.			
A	02 - U.S. Passport	a-2-f1f516-0	192	Please explain.	text			for Affirmative Answer on Passport Book but no Access to it. Explanation			
A	03 - U.S. Citizenship	a-3-65499d-0	196	What is your citizenship status?	dropdown						
A	03 - U.S. Citizenship	a-3-1c4e49-0	199	What document do you have proving you are a U.S. citizen born abroad?	dropdown			for U.S. Citizen Born Abroad			
A	03 - U.S. Citizenship	a-3-7f84ef-0	202	What is the title of the form?	text			Explanation for “Other” Form for U.S. Citizen Born Abroad Selection in Dropdown Menu. Title of Form.			
A	03 - U.S. Citizenship	a-3-177141-0	205	What is the serial number on your document? (This is typically the number in the top right hand corner of your document (it is often in red ink).)	text	Not Applicable (Text)		for U.S. Citizen Born Abroad Additional Document Questions.			
A	03 - U.S. Citizenship	a-3-97bed8-0	208	What is the issue date of your document?	mm/dd/yyyy	Estimated		for U.S. Citizen Born Abroad Additional Document Questions.			
A	03 - U.S. Citizenship	a-3-248994-0	211	Was your document issued in the U.S.?	boolean			for U.S. Citizen Born Abroad Additional Document Questions.			
A	03 - U.S. Citizenship	a-3-1c054b-0	216	City	text			for U.S. Citizen Born Abroad, Document Issued Outside of U.S.			
A	03 - U.S. Citizenship	a-3-56fbb8-0	218	Country	text			for U.S. Citizen Born Abroad, Document Issued Outside of U.S.			
A	03 - U.S. Citizenship	a-3-9ea8f6-0	222	Last Name	text	Letter(s) Only		for U.S. Citizen Born Abroad Biographical Data on Document.			
A	03 - U.S. Citizenship	a-3-1d55f0-0	225	First Name	text	Letter(s) Only		for U.S. Citizen Born Abroad Biographical Data on Document.			
A	03 - U.S. Citizenship	a-3-1a0029-0	228	Middle Name	text	Letter(s) Only|No Middle Name		for U.S. Citizen Born Abroad Biographical Data on Document.			
A	03 - U.S. Citizenship	a-3-1798f7-0	232	Suffix	dropdown			for U.S. Citizen Born Abroad Biographical Data on Document.			
A	03 - U.S. Citizenship	a-3-132266-0	234	Were you born on an overseas U.S. military installation?	boolean			for U.S. Citizen Born Abroad Biographical Data on Document.			
A	03 - U.S. Citizenship	a-3-15f845-0	238	What is the name of the overseas U.S. military installation?	text			for U.S. Citizen Born Abroad Affirmative Answer on U.S. Military Installation. Name.			
A	03 - U.S. Citizenship	a-3-603899-0	241	What is your U.S. Alien Registration Number?	text			for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-97d23c-0	245	What is your Naturalization Certificate Number or Naturalization Number? This is the "No." (short for number) in the top right hand corner of your Certificate of Naturalization (N-550 or N-570) (it is often in red ink).	text			for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-12561d-0	247	What is the issue date of your Certificate of Naturalization?	mm/dd/yyyy			for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-13e859-0	250	Last Name	text	Letter(s) Only		for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-158bbf-0	253	First Name	text	Letter(s) Only		for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-f17442-0	256	Middle Name	text	Letter(s) Only|No Middle Name		for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-15e4e6-0	260	Suffix	dropdown			for Naturalized U.S. Citizen. Documents			
A	03 - U.S. Citizenship	a-3-4778f0-0	263	What is your U.S. Alien Registration Number?	text			for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-197f04-0	267	What is your Permanent Resident Card or Resident Alien Card number (Form I-551)?	text			for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-9873d2-0	269	What is your Citizenship Certificate Number or Citizenship Number? This is the "No." (short for number) in the top right hand corner of your Certificate of Citizenship (Form N-560 or Form N-561) It is often in red ink.	text	Not Applicable (Text)		for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-f72c4f-0	273	Last Name	text	Letter(s) Only		for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-f4da10-0	276	First Name	text	Letter(s) Only		for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-c63866-0	279	Middle Name	text	Letter(s) Only|No Middle Name		for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-5fb554-0	283	Suffix	dropdown			for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-a763cb-0	285	What is the issue date of your Certificate of Citizenship?	mm/dd/yyyy			for Derived U.S. Citizen. Documents.			
A	03 - U.S. Citizenship	a-3-1c478f-0	288	What is your residence status?	dropdown			for Non-U.S. Citizen. Residency Status.			
A	03 - U.S. Citizenship	a-3-fbea34-0	291	Please explain.	text			for Non-U.S. Citizen Residence Status Selection of “Other” in Dropdown Menu.			
A	03 - U.S. Citizenship	a-3-9fd573-0	294	When did you enter the U.S.? (This is the date you entered the U.S. on your current visa.)	mm/dd/yyyy	Estimated		Non-U.S. Citizen Status Entry Details Questions.			
A	03 - U.S. Citizenship	a-3-1a1942-0	298	City	text			Non-U.S. Citizen Status Entry Details Questions.			
A	03 - U.S. Citizenship	a-3-4ebf62-0	300	State or Territory	dropdown		STATE_OR_TERRITORY	Non-U.S. Citizen Status Entry Details Questions.			
A	03 - U.S. Citizenship	a-3-b8172e-0	305	Country	dropdown		COUNTRY	for Non-U.S. Citizen. Citizenship Information.			
A	03 - U.S. Citizenship	a-3-1977a2-0	308	What is your Alien Registration Number?	text	Not Applicable (Text)		Non-U.S. Citizen Residency Details Documentation.			
A	03 - U.S. Citizenship	a-3-fbb3f0-0	312	When does your Employment Authorization Card (Form I-766) expire?	mm/dd/yyyy	Not Applicable (Text)		Non-U.S. Citizen Residency Details Documentation.			
A	03 - U.S. Citizenship	a-3-11344b-0	316	What document do you have verifying your legal residency?	dropdown			Non-U.S. Citizen Residency Verification Document Details.			
A	03 - U.S. Citizenship	a-3-711ed8-0	319	What is the title of the form?	text			Non-U.S. Citizen Explanation for Selection of “Other” on Document Details Dropdown Menu.			
A	03 - U.S. Citizenship	a-3-9b5d86-0	322	What is the document number?	text	Not Applicable (Text)		Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-71b0bd-0	329	What is the issue date of your document?	mm/dd/yyyy			Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-747b6b-0	331	What is the expiration date of your document?	mm/dd/yyyy			Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-148cc3-0	334	Last Name	text	Letter(s) Only		Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-1f6e05-0	337	First Name	text	Letter(s) Only		Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-7f4c63-0	340	Middle Name	text	Letter(s) Only|No Middle Name		Non-U.S. Citizen Documentation Additional Details			
A	03 - U.S. Citizenship	a-3-113c86-0	344	Suffix	dropdown			Non-U.S. Citizen Documentation Additional Details			
A	04 - Additional Citizenships	a-4-192ea9-0	348	Have you ever been a citizen of another country? (Answer "Yes" if you currently hold or have previously held a citizenship with a country you did not list in Section 3. Otherwise, answer "No".)	boolean						
A	04 - Additional Citizenships	a-4-9990be-0	352	Provide country(ies) of citizenship.(Select all that apply.)	dropdown			for Affirmative Answer on Citizen of Another Country. Details.			
A	04 - Additional Citizenships	a-4-1075d5-0	354	How did you become a citizen of this country? (For example, by birth, applied for, or through your parents)	text			for Affirmative Answer on Citizen of Another Country. Details.			
A	04 - Additional Citizenships	a-4-352749-0	357	From	mm/dd/yyyy	Estimated		for Affirmative Answer on Citizen of Another Country. Details.			
A	04 - Additional Citizenships	a-4-36e41e-0	360	To	mm/dd/yyyy	Estimated|Present		for Affirmative Answer on Citizen of Another Country. Details.			
A	04 - Additional Citizenships	a-4-10d9e3-0	361	Were you ever issued a passport by this country?	boolean			for Affirmative Answer on Citizen of Another Country. Details.			
A	04 - Additional Citizenships	a-4-ff9bba-0	362	Is the passport still active?	boolean			for Affirmative Answer on Citizen of Another Country. Details.			
A	05 - Residences	a-5-184d49-0	377	Do you currently live in the U.S.?	boolean			Residence Information.			
A	05 - Residences	a-5-7962f5-0	382	Street (include Apt #, Unit #, or Suite #, if applicable)	text			for U.S. Residence.			
A	05 - Residences	a-5-13fdd2-0	384	City	text			for U.S. Residence.			
A	05 - Residences	a-5-81bf70-0	386	State or Territory	dropdown		STATE_OR_TERRITORY	for U.S. Residence.			
A	05 - Residences	a-5-d9301f-0	388	ZIP Code	text			for U.S. Residence.			
A	05 - Residences	a-5-d36b3c-0	390	Is this a U.S. military installation?	boolean			for U.S. Residence.			
A	05 - Residences	a-5-1dcf26-0	394	What is the name of this U.S. military installation?	text			for U.S. Residence and in Military Installation. Name.			
A	05 - Residences	a-5-2ecb3a-0	400	City	text			for Non-U.S. Residence. City and Country.			
A	05 - Residences	a-5-14db0c-0	402	Country	dropdown		COUNTRY	for Non-U.S. Residence. City and Country.			
A	05 - Residences	a-5-ae7ad7-0	404	Is this a U.S. military installation or U.S. diplomatic facility?	boolean			for Non-U.S. Residence. City and Country.			
A	05 - Residences	a-5-173521-0	408	What is the name of this U.S. military installation or U.S. diplomatic facility?	text	Not Applicable (Text)		for Non-U.S. Residence but Affirmative on U.S. Military Residence.			
A	05 - Residences	a-5-4e5097-0	411	What is the APO/FPO/DPO ZIP Code?	text			for Non-U.S. Residence but Affirmative on U.S. Military Residence.			
A	05 - Residences	a-5-20de13-0	414	When did you start living here?	month	Estimated		for When Start Date of Residence.			
A	05 - Residences	a-5-162c83-0	418	When did you stop living here?	month	Estimated|Present		for End Date of Residence.			
A	05 - Residences	a-5-1dd8e5-0	423	Is this a temporary address over 90 days?	boolean			for Temporary Address Question.			
A	05 - Residences	a-5-97a6f9-0	427	What is or was the purpose of your temporary living situation?	dropdown			for Temporary Residence.			
A	05 - Residences	a-5-26078c-0	430	Please explain.	text			Explanation for Selection of “Other” in Purpose of Temporary Residence Dropdown Menu.			
A	05 - Residences	a-5-160173-0	433	Do you have another address to report? (Only report information prior to your 18th birthday if necessary to report a minimum of 2 years of information.)	boolean			for Additional Address to Report.			
A	05 - Residences	a-5-10220c-0	437	Is your next address in the U.S.?	boolean			for If Additional Reported Address in U.S. or Outside of U.S.			
A	06 - Education	a-6-81b8ba-0	443	Have you attended any schools in the past five years? (Only report information prior to your 18th birthday if necessary to report a minimum of 2 years of information.)	boolean						
A	06 - Education	a-6-4e537d-0	447	What is the name of the school? (Do not use abbreviations or acronyms.)	text			for Education in the Last Five Years.			
A	06 - Education	a-6-1beee4-0	448	[ ]School no longer in business	text			for Education in the Last Five Years.	no_secondary_chunks, bracket_in_text		
A	06 - Education	a-6-abab69-0	450	What type of school is this?	dropdown			for Education in the Last Five Years.			
A	06 - Education	a-6-1dc4d0-0	453	Please explain.	text			for Education in the Last Five Years – School Type Selection of “Other” in Dropdown Menu.			
A	06 - Education	a-6-1bb67a-0	456	Which best describes your learning experience at this type of school?	dropdown			Education Additional Questions.			
A	06 - Education	a-6-36ebeb-0	459	From	month	Estimated		Education Additional Questions.			
A	06 - Education	a-6-1df5cd-0	462	To	month	Estimated|Present		Education Additional Questions.			
A	06 - Education	a-6-4ec587-0	466	Is this school in the U.S.? (For distance-learning schools use the address where your school records are kept.)	boolean			Education Additional Questions.			
A	06 - Education	a-6-1a956d-0	471	Street (include Apt #, Unit #, or Suite #, if applicable)	text			Education Yes to U.S. Location. Address.			
A	06 - Education	a-6-1e5cb7-0	473	City	text			Education Yes to U.S. Location. Address.			
A	06 - Education	a-6-c53779-0	475	State or Territory	dropdown		STATE_OR_TERRITORY	Education Yes to U.S. Location. Address.			
A	06 - Education	a-6-1d5870-0	477	ZIP Code	text			Education Yes to U.S. Location. Address.			
A	06 - Education	a-6-1b17b1-0	481	City	text			Education but Not in the U.S. City and Country.			
A	06 - Education	a-6-108734-0	483	Country	dropdown		COUNTRY	Education but Not in the U.S. City and Country.			
A	06 - Education	a-6-987bf0-0	486	Did you receive a degree or diploma from this school?	boolean			Education Degree or Diploma Question.			
A	06 - Education	a-6-debe9b-0	490	What type of degree or diploma did you receive?	dropdown			Education Yes to Degree or Diploma.			
A	06 - Education	a-6-1f6626-0	493	Please explain.	text			Education. Explanation for Selection of “Other” in Dropdown Menu for Degree/Diploma Type.			
A	06 - Education	a-6-12479b-0	496	When were you awarded this degree or diploma?	month	Estimated		Education, Yes to Degree - Date Awarded.			
A	06 - Education	a-6-19186d-0	500	Is or was the physical location different than the school address entered above, such as at another campus or other location?	boolean			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location Question.	complex_html_parsing		
A	06 - Education	a-6-19889c-0	504	Is or was your school physical address in the U.S.? (Your school address is where you physically attend or attended.)	boolean			for Affirmative Answer Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. Education Location in U.S. Question.			
A	06 - Education	a-6-1abeb5-0	508	What is or was your school address?	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details	no_secondary_chunks		
A	06 - Education	a-6-1b1188-0	509	Street (include Apt #, Unit #, or Suite #, if applicable)	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details			
A	06 - Education	a-6-1add96-0	511	City	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details			
A	06 - Education	a-6-41a441-0	513	State or Territory	dropdown		STATE_OR_TERRITORY	for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details			
A	06 - Education	a-6-418d86-0	515	ZIP Code	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details			
A	06 - Education	a-6-57f663-0	517	Is this a U.S. military installation?	boolean			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in the U.S. Details			
A	06 - Education	a-6-122976-0	521	What is the name of this U.S. military installation?	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location in U.S. Military Installation Question.			
A	06 - Education	a-6-1f3ec5-0	524	Where is or was your school located?	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address Not in U.S. Details.	no_secondary_chunks		
A	06 - Education	a-6-a8dd71-0	525	Please provide physical address	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address Not in U.S. Details.			
A	06 - Education	a-6-b62688-0	527	City	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address Not in U.S. Details.			
A	06 - Education	a-6-111b5d-0	529	Country	dropdown		COUNTRY	for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address Not in U.S. Details.			
A	06 - Education	a-6-38a5c2-0	531	Is this a U.S. military installation or U.S. diplomatic facility?	boolean			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address Not in U.S. Details.			
A	06 - Education	a-6-191d56-0	535	What is the name of this U.S. military installation or U.S. diplomatic facility?	text	Not Applicable (Text)		for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address in Foreign U.S. Military Installation.			
A	06 - Education	a-6-1bb59a-0	538	What is the APO/FPO/DPO ZIP Code?	text			for Education in the Last Five Years. Education Experience of “In-Person” or “Combination” at Different Physical Location. School Address in Foreign U.S. Military Installation.			
A	06 - Education	a-6-10b4a9-0	541	Do you have another instance to report where the physical location you attended school is different than the school address entered above (such as at another campus or other location.)	boolean			Another Education Physical Location to Report.	complex_html_parsing		
A	06 - Education	a-6-329a19-0	547	Last Name	text			Education Person to Verify.			
A	06 - Education	a-6-4ed369-0	549	First Name	text			Education Person to Verify.			
A	06 - Education	a-6-1adfb1-0	551	Middle Name	text	I Don't Know		Education Person to Verify.			
A	06 - Education	a-6-82bc84-0	554	Suffix	dropdown			Education Person to Verify.			
A	06 - Education	a-6-2e808a-0	556	What is your relationship with this individual? (Select all that apply.)	dropdown			Education Person to Verify.			
A	06 - Education	a-6-1a8a1b-0	559	Please explain.	text			Person to Verify Education Explanation for Selection of “Other” for Relationship Categorized.			
A	06 - Education	a-6-18e674-0	562	What is their phone number? (You may list more than one.)	phone_number_and_type	I Don't Know		Education Reference Phone Number.	extra_chunks		
A	06 - Education	a-6-a6c9fe-0	567	What is their email address? (You may list more than one.)	email_and_type	I Don't Know		Education Reference Email.			
A	06 - Education	a-6-103558-0	571	Do they currently live or work in the U.S.?	boolean			Education Reference Address.			
A	06 - Education	a-6-153b9c-0	575	What is the address?	checkboxes	I Don't Know		Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-155a7a-0	577	Street (include Apt #, Unit #, or Suite #, if applicable)	text			Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-bb4065-0	579	City	text			Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-66b1c3-0	581	State or Territory	dropdown		STATE_OR_TERRITORY	Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-1cb956-0	583	ZIP Code	text			Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-fb97a8-0	585	Is this a U.S. military installation?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	Education Reference Address Yes in the U.S.			
A	06 - Education	a-6-6e6f3d-0	590	What is the name of the U.S. military installation?	text	I Don't Know		Education Reference Yes in the U.S. and Yes to Military Installation.			
A	06 - Education	a-6-a7f03b-0	594	What is the location?	checkboxes	I Don't Know		Education Reference Address Not in the U.S.			
A	06 - Education	a-6-1527df-0	598	City	text			Education Reference Address Not in the U.S.			
A	06 - Education	a-6-ee6479-0	600	Country	dropdown		COUNTRY	Education Reference Address Not in the U.S.			
A	06 - Education	a-6-1a734b-0	602	Is this a U.S. military installation or U.S. diplomatic facility?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	Education Reference Address Not in the U.S.			
A	06 - Education	a-6-42d6e5-0	607	What is the name of the U.S. military installation or U.S. diplomatic facility?	text	I Don't Know		Education Reference Address Not in the U.S. but a U.S. Military Installation.			
A	06 - Education	a-6-329831-0	610	What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?	text			Education Reference Address Not in the U.S. but a U.S. Military Installation.			
A	06 - Education	a-6-bbff7f-0	613	Do you have another school to report? (Only report information prior to your 18th birthday if necessary to report a minimum of 2 years of information.)	boolean			Another Education to Report.			
A	06 - Education	a-6-192fb1-0	617	Did you receive another degree or diploma over five years ago?	boolean						
A	06 - Education	a-6-96f1b3-0	621	What is the name of the school that awarded you this degree or diploma? (Do not use abbreviations or acronyms.)	text			Degree Received Over Five Years Ago. Education, Information of School Awarding Degree.			
A	06 - Education	a-6-de0783-0	623	What type of school is this?	dropdown			Degree Received Over Five Years Ago. Education, Information of School Awarding Degree.			
A	06 - Education	a-6-4f1dbd-0	626	Please explain.	text			Education, Explanation for School Type selection of “Other” in Dropdown Menu.			
A	06 - Education	a-6-f3aab4-0	629	Which best describes your learning experience at this school?	dropdown			Education, Describe School Experience (in-person, not-in person, combination).			
A	06 - Education	a-6-108306-0	632	Please explain.	text			Education, Explanation for School Experience Selection of “Other” in Dropdown Menu.			
A	06 - Education	a-6-10b77b-0	636	From (Month/Year)	month			Dates Attended School and Location.			
A	06 - Education	a-6-110bc5-0	638	To (Month/Year)	month			Dates Attended School and Location.			
A	06 - Education	a-6-121cf6-0	640	Is this school in the U.S.? (For distance-learning schools use the address where your school records are kept.)	boolean			Dates Attended School and Location.			
A	06 - Education	a-6-1a8262-0	645	Street	text			Education Yes to U.S. Location.			
A	06 - Education	a-6-ab0638-0	647	City	text			Education Yes to U.S. Location.			
A	06 - Education	a-6-696e7d-0	649	State or Territory	dropdown		STATE_OR_TERRITORY	Education Yes to U.S. Location.			
A	06 - Education	a-6-1ed21f-0	651	ZIP Code	text			Education Yes to U.S. Location.			
A	06 - Education	a-6-1b02df-0	657	City	text			Education No to U.S. Location.			
A	06 - Education	a-6-37ee61-0	659	Country	text			Education No to U.S. Location.			
A	06 - Education	a-6-15c0ed-0	662	What type of degree or diploma did you receive?	dropdown			Education Diploma or Degree Type.			
A	06 - Education	a-6-1f07c4-0	665	Please explain.	text			Education Explanation for Selection of “Other” for Diploma/Degree Type.			
A	06 - Education	a-6-b9a002-0	668	When were you awarded this degree or diploma?	month	Estimated		Education Diploma or Degree Additional Questions.			
A	06 - Education	a-6-d73000-0	671	Do you have another degree or diploma to report? (You must report all degrees and diplomas you have received; however, you do not need to report a High School diploma if you have achieved a higher degree.)	boolean			Education Diploma or Degree Additional Questions.			
A	07 - Employment Activities	a-7-1be4d4-0	676	What type of employment activity do you have to report?	dropdown						
A	07 - Employment Activities	a-7-36df1a-0	679	Which branch of service are you or were you in?	dropdown			for Employment Type U.S. Military.			
A	07 - Employment Activities	a-7-11d19e-0	681	What is the name of the duty station you are or were assigned to?	text			for Employment Type U.S. Military.			
A	07 - Employment Activities	a-7-2cb8ff-0	684	From	month	Estimated		for Employment Type U.S. Military.			
A	07 - Employment Activities	a-7-596e9e-0	687	To	month	Estimated|Present		for Employment Type U.S. Military.			
A	07 - Employment Activities	a-7-645961-0	691	Is this duty station in the U.S.?	boolean			for Employment Type U.S. Military.			
