Part	Section	Parser ID	Node ID	Question text	Data type	Checkboxes	Dropdown list	Condition	Review hints	Repetition group	Schema ID
C	25 - Foreign Contacts	c-25-104060-0	221	ZIP Code	text			for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.			
C	25 - Foreign Contacts	c-25-12953e-0	223	Is this a U.S. military installation?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Employer Information Located in the U.S.			
C	25 - Foreign Contacts	c-25-1c97e7-0	228	What is the name of the U.S. military installation?	text	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer is in a U.S. and in Military Installation in the U.S.			
C	25 - Foreign Contacts	c-25-1bfa98-0	232	Where is the employer located?	checkboxes	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-414626-0	235	City	text	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-ba1e13-0	238	Country	dropdown	I Don't Know	COUNTRY	for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-17cf48-0	241	Is this a U.S. military installation or U.S. diplomatic facility?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-18fb1e-0	246	What is the name of the U.S. military installation or diplomatic facility?	text	I Don't Know|Not Applicable		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-fd8369-0	250	What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?	text	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. If Employer Address is in a U.S. Military Installation not in the U.S. Address.			
C	25 - Foreign Contacts	c-25-1dd77b-0	254	Is this person associated with any of the following foreign disciplines? (Select all that apply)	dropdown	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Question.			
C	25 - Foreign Contacts	c-25-10146a-0	258	Please explain.	text			for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Selection of “Other” in dropdown menu.			
C	25 - Foreign Contacts	c-25-142678-0	261	Please describe this association.	text	I Don't Know		for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Foreign Government Affiliation Description.			
C	25 - Foreign Contacts	c-25-1a69ec-0	265	Does your relationship with this foreign national influence your actions or obligate you in any way, now or in the future?	boolean			for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Additional Questions			
C	25 - Foreign Contacts	c-25-a10c41-0	269	Please explain.	text			for Affirmative Answer on Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed. Explanation for Affirmative Answer to Relationship Influences or Obligates Individual in Any Way Now or in the Future. Text field			
C	25 - Foreign Contacts	c-25-94de6a-0	272	Do you have another instance in which you've had contact with a foreign national in the past five years with whom you:	boolean			asking if there are any Other Instances of Contact with Foreign National in the Past Five Years Who Meets One or More of Conditions Listed.			
C	25 - Foreign Contacts	c-25-1a63b1-0	281	Does your spouse; legally-recognized partner from a civil union, domestic partnership, common law marriage; or, the person with whom you are in a committed, spouse-like relationship have a foreign national contact that influences your actions or obligates you in any way, now or in the future?	boolean						
C	25 - Foreign Contacts	c-25-191173-0	285	Did you list this foreign national above?	boolean			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligates Individual. Was Foreign National Already Listed on the Form.			
C	25 - Foreign Contacts	c-25-1f72ae-0	289	What is the foreign national's name?	checkboxes	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-32fb32-0	291	Last Name	text	Letter(s) Only|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-19a45b-0	295	First Name	text	Letter(s) Only|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-19780e-0	299	Middle Name	text	Letter(s) Only|No Middle Name|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-16e763-0	304	Suffix	text			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-17e7a6-0	306	Has this foreign national ever used another name (for example, aliases, nicknames, or a maiden name)?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that may Influence or Obligate Individual, Not Previously Listed.			
C	25 - Foreign Contacts	c-25-70c68a-0	311	What other name have they used?	checkboxes	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-86f8c5-0	313	Last Name	text	Letter(s) Only|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-1c1db6-0	317	First Name	text	Letter(s) Only|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-145ca4-0	321	Middle Name	text	Letter(s) Only|No Middle Name|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-9b3734-0	326	Suffix	dropdown			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-391b47-0	328	Which of the following best describes this name?	dropdown			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Other Names Used by Foreign National.			
C	25 - Foreign Contacts	c-25-a80731-0	331	Please explain.	text			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Explanation for selection or “Other” in Description of Name Dropdown menu.			
C	25 - Foreign Contacts	c-25-168528-0	334	Is there another name this foreign national uses or used (for example, aliases, nicknames, or a maiden name)?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Additional Name.			
C	25 - Foreign Contacts	c-25-10b180-0	339	Provide country(ies) of citizenship for this foreign national. (Select all that apply.)	dropdown	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Citizenship Related Questions			
C	25 - Foreign Contacts	c-25-617f6d-0	343	What is their date of birth?	month	Estimated|I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Birth Details Questions.			
C	25 - Foreign Contacts	c-25-1f1d01-0	347	Where were they born?	checkboxes	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Birth Details Questions.			
C	25 - Foreign Contacts	c-25-c175d3-0	349	City	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Birth Details Questions.			
C	25 - Foreign Contacts	c-25-11103c-0	352	Country	dropdown	I Don't Know	COUNTRY	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Birth Details Questions.			
C	25 - Foreign Contacts	c-25-1d9c8a-0	356	Does this foreign national currently live in the U.S.?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Question			
C	25 - Foreign Contacts	c-25-787d57-0	361	What is their address?	checkboxes	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-130dcf-0	363	Street (include Apt #, Unit #, or Suite #, if applicable)	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-1b8290-0	366	City	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-1ca55d-0	369	State or Territory	dropdown	I Don't Know	STATE_OR_TERRITORY	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-168cc0-0	372	ZIP Code	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-b5f2e9-0	375	Is this a U.S. military installation?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S.			
C	25 - Foreign Contacts	c-25-800f46-0	380	What is the name of the U.S. military installation?	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location in the U.S. in Military Installation. Name.			
C	25 - Foreign Contacts	c-25-627c5b-0	384	Where do they live?	checkboxes	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S.			
C	25 - Foreign Contacts	c-25-1cb6c8-0	387	City	text	I Don't Know		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S.			
C	25 - Foreign Contacts	c-25-101716-0	390	Country	dropdown	I Don't Know	COUNTRY	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S.			
C	25 - Foreign Contacts	c-25-1cbaf0-0	393	Is this a U.S. military installation or U.S. diplomatic facility?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S.			
C	25 - Foreign Contacts	c-25-1682d1-0	398	What is the name of the U.S. military installation or U.S. diplomatic facility?	text	I Don't Know		for Affirmative Answer to Spouse Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S. but in a Military Installation or Diplomatic Facility.			
C	25 - Foreign Contacts	c-25-959e3d-0	401	What is the APO/FPO/DPO ZIP Code for the U.S. military installation or U.S. diplomatic facility?	text	I Don't Know		for Affirmative Answer to Spouse Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Residence Location Not in the U.S. but in a Military Installation or Diplomatic Facility.			
C	25 - Foreign Contacts	c-25-162306-0	405	What is the relationship of this foreign national to your spouse, legally-recognized partner, or the person with whom you are in a committed, spouse-like relationship?	dropdown			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Spouse’s Relationship with Foreign National Question.			
C	25 - Foreign Contacts	c-25-7b3b6f-0	408	Please explain.	text			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Explanation for Selection of “Other” for Spouse Relationship with Foreign National in Dropdown Menu.			
C	25 - Foreign Contacts	c-25-1a4fdb-0	411	What is your relationship with this foreign national?	dropdown			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Individual’s Relationship with Foreign National Question.			
C	25 - Foreign Contacts	c-25-526d09-0	414	Please explain.	text			for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Explanation for Selection of “Other” in Dropdown Menu for Individual’s Relationship with Foreign National.			
C	25 - Foreign Contacts	c-25-4a8a0b-0	417	When was your last contact with this foreign national?	month	Estimated		for Affirmative Answer to Spouse or Partner Having Contact with Foreign National that May Influence or Obligate Individual, Not Previously Listed. Individual’s Relationship with Foreign National. Span and Frequency of Contact.			
