Part	Section	Parser ID	Node ID	Question text	Data type	Checkboxes	Dropdown list	Condition	Review hints	Repetition group	Schema ID
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-c8569f-0	46	From	mm/dd/yyyy	Estimated		for Affirmative Answer on Use of Foreign Passport or Identity Card. Used for Travel.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1dc407-0	49	To	mm/dd/yyyy	Estimated|Present		for Affirmative Answer on Use of Foreign Passport or Identity Card. Used for Travel.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1ebb9d-0	53	How long was this trip?	dropdown			for Affirmative Answer on Use of Foreign Passport or Identity Card. Used for Travel.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1f00d1-0	56	Please explain.	text			for Selection of “Other” on Length of Foreign Travel on Foreign Passport or Identity Card.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-613efe-0	59	Why did you travel to this country?	dropdown			for Foreign Travel on Foreign Passport or Identity Card. Purpose of Travel.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-e3bfa7-0	62	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card for Selection of “Other” for Purpose of Travel.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1e1895-0	65	While traveling to, from, or within this country, were you questioned, searched, or otherwise detained by customs, security officials, or any other entity? (This does not include those conducted as part of the normal customs’ process.)	boolean			for Foreign Travel on Foreign Passport or Identity Card. Questioned by Foreign Entity.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-f15abd-0	69	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card for Affirmative Answer on Questioned by Other Entity.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-19ff1e-0	72	While traveling to, from, or within this country, did you have any encounters with the police?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Encounters with Police.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-186246-0	76	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card for Affirmative Answer on Police Interaction.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1a118b-0	79	While traveling to, from, or within this country, did you have contact with any person who you know or suspect is involved or associated with a foreign military, intelligence service, diplomatic service, security service, militia, other defense force, or government agency?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Foreign Government Encounters.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-145585-0	83	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card. Affirmative Answer Foreign Government Encounters.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-4d2b18-0	86	While traveling to, from, or within this country, did you have any incidents that were a potential security concern or considered suspicious activity, such as someone following you?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Suspicious Activity.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1e05f6-0	90	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card. Affirmative Answer Suspicious Activity.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1f1ffd-0	93	While traveling to, from, or within this country, did you have contact with anyone who had personal knowledge of or undue interest in you or your work?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Foreign Contact Interest.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-198348-0	97	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card. Affirmative Answer Foreign Contact Interest.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1d55e7-0	100	While traveling to or within this country, were you contacted by, or in contact with anyone attempting to obtain classified information or unclassified, sensitive information?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Request for Classified/Sensitive Information.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1ea20e-0	104	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card. Affirmative Answer Request for Classified/Sensitive Information Explanation.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-5d0022-0	107	While traveling to, from, or within this country, were you threatened, coerced, or pressured in any way to cooperate with a foreign government official (such as from a foreign military, intelligence service, diplomatic service, security service, a militia, other defense force)?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Threatened, Coerced, Pressured.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-d4820c-0	111	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card Affirmative Answer for Threatened, Coerced, Pressured. Explanation.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-a5f4c3-0	114	Do you have another instance in which you used this document for international travel to report?	boolean			for Foreign Travel on Foreign Passport or Identity Card Affirmative Answer for Threatened, Coerced, Pressured. Explanation.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-b86aa4-0	118	Do you intend to keep this document?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Intentions.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-187382-0	122	Do you intend to use this document for international travel?	boolean			for Foreign Travel on Foreign Passport or Identity Card. Intentions.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-1bcafc-0	126	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card. Affirmative Answer to Intend to Use.			
B	04 - Additional Citizenships/Foreign Passports Questions	b-4-17a097-0	129	Please explain.	text			for Foreign Travel on Foreign Passport or Identity Card for a Negative Answer to Intend to Keep.			
B	07 - Employment	b-7-5a9a7f-0	137	Have you ever served in a foreign government?	boolean						
B	07 - Employment	b-7-167eb7-0	141	Which foreign government discipline do you or did you serve in?	dropdown			for Affirmative Answer to Ever Served in Foreign Government. Name.			
B	07 - Employment	b-7-1e4f85-0	144	Please explain.	text			for Affirmative Answer to Ever Served in Foreign Government. Selection of “Other” in Name of Foreign Government. Explanation.			
B	07 - Employment	b-7-1f6073-0	147	What country is or was your foreign service for?	dropdown			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-f7b39c-0	149	What foreign agency do you or did you serve in? (Do not use acronyms.)	text			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-52c66e-0	151	Are you or were you a civilian or a military member?	dropdown			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-f40864-0	153	What is the highest position or rank you held in this foreign agency?	text			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-102c36-0	155	Which division, department, or office do you or did you serve in? (Do not use acronyms.)	text			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-18b792-0	157	How did you become associated with this foreign agency?	text			for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-13d8bd-0	160	From (Month/Year)	month	Estimated		for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-134e97-0	163	To (Month/Year)	month	Estimated|Present		for Affirmative Answer to Ever Served in Foreign Government. Additional Questions.			
B	07 - Employment	b-7-d0fa9e-0	168	Why did you leave this foreign agency?	text			for Affirmative Answer to Ever Served in Foreign Government. Reason Service Ended.			
B	07 - Employment	b-7-1de1f6-0	171	Do you maintain contact with any foreign nationals from your time working at this foreign agency? ("maintain contact" includes ‘now and an intent to have contact in the future.)	boolean			for Affirmative Answer to Ever Served in Foreign Government. Further Contact.			
B	07 - Employment	b-7-7dcc8e-0	176	Last Name	text			for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-3d7885-0	178	First Name	text			for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-1a385d-0	180	Suffix	dropdown	None		for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-1f8012-0	183	What is their job title and rank if applicable?	text			for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-15b92a-0	185	When did you meet this individual?	month	Estimated		for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-81240c-0	188	When was your last contact with this individual?	month	Estimated		for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-37ecdc-0	191	How often do you have contact with this individual?	dropdown			for Affirmative Answer to Ever Served in Foreign Government. Service. Further Contact. Contact’s Information.			
B	07 - Employment	b-7-182396-0	194	Please explain.	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Frequency Selection of “Other” from Dropdown Menu. Explanation.			
B	07 - Employment	b-7-15728d-0	197	Does this person live or work in the U.S.?	dropdown	Yes|No|I Don't Know	YES_NO_DONTKNOW	for Affirmative Answer to Ever Served in Foreign Government Further Contact Location.			
B	07 - Employment	b-7-d5bc1e-0	203	Street	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Location in the U.S.			
B	07 - Employment	b-7-1bbc1b-0	205	City	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Location in the U.S.			
B	07 - Employment	b-7-1e7bcc-0	207	State or Territory	dropdown		STATE_OR_TERRITORY	for Affirmative Answer to Ever Served in Foreign Government. Contact Location in the U.S.			
B	07 - Employment	b-7-193463-0	209	ZIP Code	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Location in the U.S.			
B	07 - Employment	b-7-1124aa-0	214	City	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Location Not in the U.S.			
B	07 - Employment	b-7-14c514-0	216	Country	dropdown		COUNTRY	for Affirmative Answer to Ever Served in Foreign Government. Contact Location Not in the U.S.			
B	07 - Employment	b-7-748627-0	219	What is your current relationship with this person?	text			for Affirmative Answer to Ever Served in Foreign Government. Contact Relationship. Another Instance of Contact with Foreign Service National.			
B	07 - Employment	b-7-7d59d3-0	221	Do you have another foreign national with whom you maintain contact from your time working at this foreign agency to report?	boolean			for Affirmative Answer to Ever Served in Foreign Government. Contact Relationship. Another Instance of Contact with Foreign Service National.			
B	07 - Employment	b-7-1bdc9c-0	225	Do you have another period of foreign service to report?	boolean			for Affirmative Answer to Ever Served in Foreign Government. Another Instance or Service.			
B	11 - Police Record	b-11-4b7259-0	230	Were you charged with a felony more than five years ago?	boolean						
B	11 - Police Record	b-11-99fbc0-0	233	Were you charged with a crime involving firearms or explosives more than five years ago?	boolean						
B	11 - Police Record	b-11-1b01a8-0	236	Were you convicted of a crime involving domestic violence more than five years ago?	boolean						
B	11 - Police Record	b-11-1a9892-0	240	What is the date of the offense?	checkboxes	Estimated			extra_chunks		
B	11 - Police Record	b-11-39dd56-0	243	Did this offense occur in the U.S.?	boolean						
B	11 - Police Record	b-11-16309c-0	248	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Incident Location in U.S.			
B	11 - Police Record	b-11-a433c2-0	250	County or County Equivalent	text			for Affirmative Answer to Any of the Police Record Questions Above. Incident Location in U.S.			
B	11 - Police Record	b-11-1b411f-0	252	State or Territory	dropdown		STATE_OR_TERRITORY	for Affirmative Answer to Any of the Police Record Questions Above. Incident Location in U.S.			
B	11 - Police Record	b-11-2e2a99-0	254	ZIP Code	text			for Affirmative Answer to Any of the Police Record Questions Above. Incident Location in U.S.			
B	11 - Police Record	b-11-17d396-0	258	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Incident Location Not in the U.S.			
B	11 - Police Record	b-11-c21a39-0	260	Country	dropdown		COUNTRY	for Affirmative Answer to Any of the Police Record Questions Above. Incident Location Not in the U.S.			
B	11 - Police Record	b-11-11625d-0	263	Was domestic violence involved?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-1505d7-0	266	Were firearms involved?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-171639-0	269	Were explosives involved?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-15b35c-0	272	Were drugs involved?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-691aaa-0	275	Was alcohol involved?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-1bd458-0	278	What is the name of the law enforcement agency involved? (Do not use acronyms.)	text			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-693c4f-0	280	Is this law enforcement agency in the U.S.?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions			
B	11 - Police Record	b-11-1ab94f-0	285	Street (include Apt #, Unit #, or Suite #, if applicable)	text			for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency in the U.S. Address.			
B	11 - Police Record	b-11-1b5dd1-0	287	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency in the U.S. Address.			
B	11 - Police Record	b-11-1613a0-0	289	State or Territory	dropdown		STATE_OR_TERRITORY	for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency in the U.S. Address.			
B	11 - Police Record	b-11-15ea63-0	291	ZIP Code	text			for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency in the U.S. Address.			
B	11 - Police Record	b-11-1e7b40-0	295	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency Not in the U.S.			
B	11 - Police Record	b-11-1d2476-0	297	Country	dropdown		COUNTRY	for Affirmative Answer to Any of the Police Record Questions Above. Law Enforcement Agency Not in the U.S.			
B	11 - Police Record	b-11-b5bfc0-0	300	Were you arrested for this offense?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions.			
B	11 - Police Record	b-11-beff0a-0	304	Did the same law enforcement agency you listed above arrest you?	boolean			Affirmative Answer for Arrested.			
B	11 - Police Record	b-11-45743a-0	308	What is the name of the law enforcement agency that arrested you? (Do not use acronyms.)	text			Affirmative Answer for Arrested Another Law Enforcement Agency.			
B	11 - Police Record	b-11-873e56-0	310	Is this law enforcement agency in the U.S.?	boolean			Affirmative Answer for Arrested Another Law Enforcement Agency.			
B	11 - Police Record	b-11-2cb64c-0	315	Street (include Apt #, Unit #, or Suite #, if applicable)	text			Affirmative Answer for Arrested Another Law Enforcement Agency. Location in the U.S.			
B	11 - Police Record	b-11-92c160-0	317	City	text			Affirmative Answer for Arrested Another Law Enforcement Agency. Location in the U.S.			
B	11 - Police Record	b-11-7e804d-0	319	State or Territory	dropdown		STATE_OR_TERRITORY	Affirmative Answer for Arrested Another Law Enforcement Agency. Location in the U.S.			
B	11 - Police Record	b-11-2b23f9-0	321	ZIP Code	text			Affirmative Answer for Arrested Another Law Enforcement Agency. Location in the U.S.			
B	11 - Police Record	b-11-1f6106-0	325	City	text			Affirmative Answer for Arrested Another Law Enforcement Agency. Location Not in the U.S.			
B	11 - Police Record	b-11-10a2e5-0	327	Country	dropdown		COUNTRY	Affirmative Answer for Arrested Another Law Enforcement Agency. Location Not in the U.S.			
B	11 - Police Record	b-11-135a42-0	330	Did you go to court or are you waiting to go to court?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions Court Details.			
B	11 - Police Record	b-11-17402e-0	334	Were you fined?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions Court Details.			
B	11 - Police Record	b-11-e634c2-0	338	How much was this fine?	text			for Affirmative Answer to Any of the Police Record Questions Above. Additional Affirmative Answer for Fined.			
B	11 - Police Record	b-11-15f726-0	340	Did you pay this fine in full?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Additional Affirmative Answer for Fined.			
B	11 - Police Record	b-11-5a2398-0	344	When did you pay this fine in full?	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Additional Affirmative Answer for Fined Paid in Full.			
B	11 - Police Record	b-11-743ed6-0	348	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Fined Not Paid in Full. Explanation.			
B	11 - Police Record	b-11-d02693-0	351	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Additional Questions Details. Fined Question Fine not paid.			
B	11 - Police Record	b-11-48ce1e-0	354	What is the name of the court you appeared in or are to appear in? (Do not use acronyms.)	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance.			
B	11 - Police Record	b-11-704518-0	356	Is this court in the U.S.?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance.			
B	11 - Police Record	b-11-f1de26-0	361	Street (include Apt #, Unit #, or Suite #, if applicable)	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location in the U.S.			
B	11 - Police Record	b-11-1d2532-0	363	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location in the U.S.			
B	11 - Police Record	b-11-1cabc5-0	365	State or Territory	dropdown		STATE_OR_TERRITORY	for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location in the U.S.			
B	11 - Police Record	b-11-a620f6-0	367	ZIP Code	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location in the U.S.			
B	11 - Police Record	b-11-175e96-0	371	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location Not in the U.S.			
B	11 - Police Record	b-11-14da52-0	373	Country	dropdown		COUNTRY	for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Location Not in the U.S.			
B	11 - Police Record	b-11-1bf773-0	376	What is or was your charge? (If there is more than one charge for this offense, input one charge at a time. There will be an opportunity to input multiple entries.)	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Charge.			
B	11 - Police Record	b-11-3ea764-0	378	What type of charge is this?	dropdown			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Charge.			
B	11 - Police Record	b-11-1e68ae-0	381	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance . Charge Selection of “Other” in Dropdown Menu. Explanation.			
B	11 - Police Record	b-11-f27c21-0	384	What was the outcome for this charge?	dropdown			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome.			
B	11 - Police Record	b-11-3f21c5-0	387	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of “Other” in Dropdown Menu.			
B	11 - Police Record	b-11-c87882-0	390	What were the specific court requirements you had to complete before this charge was dismissed or disposed of? (Select all that apply.)	dropdown			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Dismissed.			
B	11 - Police Record	b-11-39a423-0	393	When is your court date?	month	Estimated					
B	11 - Police Record	b-11-1dd7c6-0	397	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of On Trial.			
B	11 - Police Record	b-11-452fc0-0	400	Were you sentenced?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty.			
B	11 - Police Record	b-11-5c2f8d-0	404	When is your sentencing?	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Not Sentenced.			
B	11 - Police Record	b-11-10bf4e-0	408	What was your sentence? (Select all that apply.)	dropdown			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced.			
B	11 - Police Record	b-11-522999-0	411	Please explain.	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Selection of “Other” Type of Sentence in Dropdown.			
B	11 - Police Record	b-11-1e9d56-0	414	Were you sentenced to incarceration?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced.			
B	11 - Police Record	b-11-15669b-0	418	From	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced.			
B	11 - Police Record	b-11-115f4c-0	421	To	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced.			
B	11 - Police Record	b-11-796f71-0	424	What is the name of the facility in which you were incarcerated? (Do not use acronyms.)	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced.			
B	11 - Police Record	b-11-159464-0	427	Is this facility in the U.S.?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Imprisoned. Location of Facility.			
B	11 - Police Record	b-11-aea507-0	432	Street	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility in the U.S.			
B	11 - Police Record	b-11-1362c7-0	434	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility in the U.S.			
B	11 - Police Record	b-11-1a4302-0	436	State or Territory	dropdown		STATE_OR_TERRITORY	for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility in the U.S.			
B	11 - Police Record	b-11-1e0d9f-0	438	ZIP Code	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility in the U.S.			
B	11 - Police Record	b-11-3ec034-0	442	City	text			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility Not in the U.S.			
B	11 - Police Record	b-11-10a3b6-0	444	Country	dropdown		COUNTRY	for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Location of Facility Not in the U.S.			
B	11 - Police Record	b-11-fbddc8-0	447	Were you granted parole or supervised release?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Imprisoned. Additional Question.			
B	11 - Police Record	b-11-141aad-0	452	From	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Imprisoned. Parole or Supervised Release.			
B	11 - Police Record	b-11-f48ffe-0	455	To	month	Estimated|Present		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Sentenced. Imprisoned. Parole or Supervised Release.			
B	11 - Police Record	b-11-d1514b-0	460	Were you given probation?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Probation Question.			
B	11 - Police Record	b-11-8f2f27-0	465	From (Month/Year)	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Probation Dates.			
B	11 - Police Record	b-11-1495ae-0	468	To (Month/Year)	month	Estimated|Present		for Affirmative Answer to Any of the Police Record Questions Above. Affirmative Answer Court Appearance. Outcome Selection of Guilty, Probation Dates.			
B	11 - Police Record	b-11-896fae-0	473	Do you have another charge for this offense to report?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Any other Charge for the Offense Listed. Case Closed Question.			
B	11 - Police Record	b-11-164f48-0	476	Is your case closed?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Any other Charge for the Offense Listed. Case Closed Question.			
B	11 - Police Record	b-11-1d4811-0	480	When was your case closed?	month	Estimated		for Affirmative Answer to Any of the Police Record Questions Above. Any other Instances. Case Closed Date.			
B	11 - Police Record	b-11-1fc701-0	484	Please explain.	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Any other Instances. Case Not Closed Explanation.			
B	11 - Police Record	b-11-1c728f-0	488	Do you have another offense to report?	boolean			for Affirmative Answer to Any of the Police Record Questions Above. Any other Offense to Report.			
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-1c318b-0	493	Has the use of alcohol negatively impacted your life in the past five years or since the age of 16 (if you are under 21)? (For example, have you experienced poor work or school performance; professional or personal relationship problems; or, financial, legal, or health issues?)	boolean						
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-9e36c3-0	497	How has your alcohol use negatively impacted your life?	text			for Affirmative Answer on Use of Alcohol Negatively Impacting.			
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-de09d1-0	500	From	month	Estimated		for Affirmative Answer on Use of Alcohol Negatively Impacting.			
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-1496f1-0	503	To	month	Estimated|Present		for Affirmative Answer on Use of Alcohol Negatively Impacting.			
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-c3046b-0	508	Were you ordered to get counseling or treatment as a result of alcohol use in the past five years or since the age of 16 (if you are under 21)?	boolean			for Affirmative Answer on Use of Alcohol Negatively Impacting.			
B	19 - Use of Alcohol and Rehabilitative Actions	b-19-168b88-0	512	Who ordered you to get this counseling or treatment? (Check one. There will be an opportunity to input multiple entries.)	dropdown			for Affirmative Answer on Ordered Counseling or Treatment.			
